id,original_title,alternative
3907004,"The Desperate Hours (1955)","An einem Tag wie jeder andere (1956)"
3814638,"Son in Law (1993)","Schwiegersohn Junior (1993)"
2984644,"Blowup (1966)","Ekstaze '67 (1967)"
4111257,"While the City Sleeps (1956)","News Is Made at Night (1956)"
3827364,"Stage Door (1937)","Bühneneingang (1977)"
2985569,"Blue Velvet (1986)","Velluto blu (1987)"
3237350,"G.I. Jane (1997)","Soldato Jane (1997)"
3288533,"Heathers (1988)","Fatal Game (1988)"
3535772,"Mere Brother Ki Dulhan (2011)","Untitled Ali Abbas Zafar Project (2010)"
4133339,"Ying hung boon sik (1986)","City Wolf (1987)"
4002738,"The Way Way Back (2013)","Ganz weit hinten (2013)"
3263750,"Grand Hotel (1932/I)","Menschen im Hotel (1933)"
3703937,"Quel maledetto treno blindato (1978)","Inglorious Bastards (1978)"
3454515,"Le conseguenze dell'amore (2004)","The Consequences of Love (2004)"
3623168,"Omohide poro poro (1991)","Memories of Yesterday (1991)"
3954163,"The Mexican (2001)","The Mexican - Amore senza la sicura (2001)"
2847380,"99 francs (2007)","Neununddreißigneunzig (2008)"
3697854,"Punishment Park (1971)","Strafpark (1980)"
4105811,"What Happens in Vegas (2008)","Notte brava a Las Vegas (2008)"
3706923,"Racing Extinction (2015)","Racing Extinction (2014)"
3364867,"Jack et la mécanique du coeur (2013)","Jack and the Cuckoo-Clock Heart (2014)"
2851835,"A Day at the Races (1937)","Un giorno alle corse (1939)"
3782642,"Shao Lin san shi liu fang (1978)","The 36th Chamber of Shaolin (1978)"
2910869,"Andrey Rublev (1966)","La passione secondo Andrej (1973)"
3904510,"The Dark Crystal (1982)","Dark Crystal (1982)"
3958190,"The Naked Gun: From the Files of Police Squad! (1988)","Die nackte Kanone (1991)"
3071428,"Crossroads (2002/I)","Not a Girl (2002)"
3714503,"Real Women Have Curves (2002)","Le donne vere hanno le curve (2003)"
3335240,"Il cartaio (2004)","The Card Player (2004)"
3706096,"Ra.One (2011)","Random Access One (2010)"
3683311,"Pote tin Kyriaki (1960)","Never on Sunday (1960)"
3402155,"Killer's Kiss (1955)","Stanley Kubrick's Killer's Kiss (1955)"
3947471,"The Love Bug (1968)","Un maggiolino tutto matto (1969)"
3886610,"The Benchwarmers (2006)","Gli scaldapanchina (2006)"
3633447,"Orca (1977)","Orca, der Killerwal: Der Angriff der Bestie (1977)"
3375291,"Jing wu men (1972)","Laugh Track: Chinese Connection (1973)"
3384898,"Just One of the Guys (1985)","Lass mich mal ran! - Als Junge ist sie spitze (1986)"
4013156,"This Sporting Life (1963)","Sporting Life (1967)"
3482089,"Littleman (2006)","Perfect Gem & Valuable (2006)"
4007930,"The Young Lions (1958)","Die jungen Löwen (1958)"
3002650,"Bruna Surfistinha (2011)","Little Surfer Girl (2011)"
2980891,"Blended (2014)","Insieme per forza (2014)"
3066136,"Courageous (2011)","Courageous - Ein mutiger Weg (2012)"
3522279,"Marti, dupã Crãciun (2010)","Tuesday, After Christmas (2010)"
3688539,"Prick Up Your Ears (1987)","Prick Up - L'importanza di essere Joe (1987)"
3288968,"Heavy Metal 2000 (2000)","FAKK2 (1999)"
3671981,"Plan 9 from Outer Space (1959)","Grave Robbers from Outer Space (1957)"
3891353,"The Bounty (1984)","Mutiny on the Bounty (1984)"
4101059,"We're No Angels (1989)","Wir sind keine Engel (1991)"
4007464,"The X Files (1998)","The X-Files (1998)"
3042357,"Chuen jik sat sau (2001)","Fulltime Killer (2001)"
3234402,"Full Metal Jacket (1987)","Stanley Kubrick's Full Metal Jacket (1987)"
4116191,"Wild Card (2015)","Heat (2014)"
3985189,"The Slumber Party Massacre (1982)","Slumberparty Massacre (1982)"
3214603,"Flammen & Citronen (2008)","Plamen a citron (2009)"
3092672,"Days of Wine and Roses (1962)","Die Tage des Weines und der Rosen (1963)"
3142877,"Dragonfly (2002)","Im Zeichen der Libelle (2002)"
3899489,"The Cold Light of Day (2012)","La fría luz del día (2012)"
3872358,"Term Life (2016)","Term Life: Mörderischer Wettlauf (2016)"
3062516,"Cop & ½ (1993)","Cop and a Half (1993)"
2930367,"Asylum (1972/I)","Asylum - Irrgarten des Schreckens (1972)"
3874212,"Texas Chainsaw 3D (2013)","Non aprite quella porta 3D (2013)"
3958299,"The Namesake (2006)","Namesake - Zwei Welten, eine Reise (2007)"
2986115,"Blutgletscher (2013)","Blood Glacier (2013)"
3442132,"La vie rêvée des anges (1998)","The Daydreams of Angels (1999)"
3710274,"Rampage (2009)","Rampage - Rache ist unbarmherzig (2010)"
4027493,"Tomorrow Never Dies (1997)","Shamelady (1997)"
3664676,"Phantasm IV: Oblivion (1998)","Phantasm: oblIVion (1998)"
3227667,"Free Birds (2013)","Free Birds - Tacchini in fuga (2013)"
4007523,"The Yakuza (1974)","Za Yakuza (1974)"
3924609,"The Good Shepherd (2006)","Der gute Hirte (2007)"
3300134,"Hip Hip Hora! (2004)","Der Ketchup-Effekt (2005)"
3317040,"Howling II: Stirba - Werewolf Bitch (1985)","Howling II (1985)"
3237375,"G.I. Joe: The Rise of Cobra (2009)","G. I. Joe (2009)"
3807332,"Snake Eyes (1998)","Mauvais oeil (1998)"
4008672,"Theater of Blood (1973)","Oscar insanguinato (1973)"
3044847,"Circle of Friends (1995)","Circle of Friends - Im Kreis der Freunde (1996)"
3997377,"The Two Faces of January (2014)","I due volti di gennaio (2013)"
3927484,"The Guru (2002)","Der Guru (2002)"
3758474,"Sat sau ji wong (1998)","The Contract Killer (2002)"
3428280,"La bête (1975)","The Beast in Heat (1975)"
3891129,"The Borderlands (2013)","The Borderlands - Eine neue Dimension des Bösen (2014)"
3155835,"Eddie the Eagle (2016)","Eddie the Eagle - Il coraggio della follia (2016)"
4004471,"The Wild (2006)","La vie sauvage (2006)"
3791254,"Shrooms (2007)","Shrooms - Trip senza ritorno (2008)"
2861419,"A Nightmare on Elm Street: The Dream Child (1989)","Nightmare on Elm Street 5 - Das Trauma (1990)"
3380741,"Joyeux Noël (2005)","Happy Christmas (2005)"
3383964,"Jurassic Park III (2001)","The Extinction: Jurassic Park 3 (2001)"
3928313,"The Harder They Come (1972)","Hard Road to Travel (1972)"
2832634,"10 Cloverfield Lane (2016)","The Cellar (2016)"
3344251,"In a World... (2013)","Ascolta la mia voce (2013)"
3203909,"Fei ying gai wak (1991)","Operation Condor (1997)"
3466825,"Les femmes de l'ombre (2008)","Fatal Agents (2008)"
3458345,"Le procès (1962)","The Trial (1962)"
4085160,"Virus (1980)","Hell of the Living Dead (1980)"
3276290,"Halloween (2007)","Halloween: Retribution (2006)"
3255624,"Gnomeo & Juliet (2011)","Gnomeo & Giulietta (2011)"
2946903,"Ballada o soldate (1959)","Ballata di un soldato (1959)"
3198084,"Family Plot (1976)","Deceit (1976)"
3244076,"Gekijô-ban poketto monsutâ: Maboroshi no pokemon: Rugia bakutan (1999)","Pokemon: Power of One (2000)"
3052365,"Cold Creek Manor (2003)","La maison au fond de la baie (2003)"
3135456,"Don Jon (2013)","Don Jon: Was Frauen wollen und Männer brauchen (2013)"
2943561,"Bad Influence (1990)","Cattive compagnie (1990)"
3123063,"Die bitteren Tränen der Petra von Kant (1972)","The Bitter Tears of Petra von Kant (1973)"
3888376,"The Big Wedding (2013)","Big Wedding (2013)"
3927058,"The Grudge (2004)","Der Fluch (2005)"
3190847,"Exorcist II: The Heretic (1977)","Exorcist 2: The Heretic (1977)"
3596890,"Nine 1/2 Weeks (1986)","9½ Weeks (1986)"
3171735,"Elles (2011)","Das bessere Leben (2011)"
3879227,"The Adventures of Sherlock Holmes (1939)","Die Abenteuer des Sherlock Holmes (1996)"
3598832,"No Escape (1994)","Escape from Absolom (1994)"
3308682,"Honey I Blew Up the Kid (1992)","Big Baby (1992)"
3446153,"Landmine Goes Click (2015)","Nagmi (2014)"
3098617,"Death Warrant (1990)","Colpi proibiti (1990)"
3314465,"Houseboat (1958)","Hausboot (1991)"
2950089,"Barda (2007)","In Bar (2007)"
3297586,"Hide and Seek (2005)","Hide and Seek - Du kannst dich nicht verstecken (2005)"
3639665,"Outcast (2014/I)","Outcast - Die letzten Tempelritter (2014)"
3887787,"The Big Clock (1948)","Spiel mit dem Tode (1950)"
4141094,"Zathura: A Space Adventure (2005)","Zathura (2005)"
3423885,"L'âge d'or (1930)","Âge d'or (1930)"
2944673,"Baghban (2003)","The Gardener (2003)"
2940275,"Babes in Toyland (1934)","Dick & Doof - Rache ist süß (1961)"
3314342,"House of Usher (1960)","Die Verfluchten (1961)"
3783142,"Shark Tale (2004)","Sharkslayer (2003)"
2953534,"Battle Los Angeles (2011)","World Invasion: Battle LA (2011)"
3784787,"She's the One (1996)","Il senso dell'amore (1996)"
3254804,"Glitter (2001)","Glitter and Gold (2000)"
3290977,"Hellbound: Hellraiser II (1988)","Hellbound: Hellraiser II - Prigionieri dell'inferno (1988)"
3200950,"Faster, Pussycat! Kill! Kill! (1965)","Die Satansweiber von Tittfield (1967)"
3815119,"Song for Marion (2012)","Song für Marion (2013)"
3793974,"Sightseers (2012)","Killer in viaggio (2012)"
3250727,"Ging chaat goo si III: Chiu kup ging chaat (1992)","Supercop (1996)"
3964133,"The Painted Veil (2006)","Il velo dipinto (2007)"
3953371,"The Medallion (2003)","Himmlische Gerechtigkeit (2003)"
4100166,"We Don't Live Here Anymore (2004)","Non abitiamo più qui (2005)"
3211455,"Fired Up! (2009)","Fired Up! Das Cheerleader-Camp (2009)"
2952995,"Bathory (2008)","Báthory - Die Blutgräfin (2010)"
3319369,"Hundstage (2001)","Dog Days (2001)"
3977330,"The Robe (1953)","Das Gewand (1991)"
3335620,"Il deserto rosso (1964)","Red Desert (1964)"
2864302,"A Royal Night Out (2015)","A Royal Night - Ein königliches Vergnügen (2015)"
3706096,"Ra.One (2011)","Ra.One - Superheld mit Herz (2012)"
3311000,"Horror Express (1972)","Pánico en el Transiberiano (1972)"
3322048,"Häxan (1922)","La stregoneria attraverso i secoli (1922)"
3414830,"Kumonosu-jô (1957)","Spider Web Castle (1957)"
3069727,"Crime d'amour (2010)","Une femme parfaite (2009)"
3974444,"The Ref (1994)","C'eravamo tanto odiati (1994)"
3997156,"The Tuxedo (2002)","The Tuxedo - Gefahr im Anzug (2002)"
3758083,"Sarkar (2005)","Sarkar - Der indische Pate (2005)"
3629547,"Onibaba (1964)","The Demon (1964)"
3878682,"The Adjustment Bureau (2011)","Der Plan (2011)"
3572601,"My Little Eye (2002)","Unsichtbare Augen (2003)"
3332563,"Idi i smotri (1985)","Geh und sieh (1986)"
3005085,"Buio Omega (1979)","Sado - Stoß das Tor zur Hölle auf (1980)"
3889213,"The Black Hole (1979)","The Black Hole - Il buco nero (1980)"
2962248,"Bend of the River (1952)","Bend of the Snake (1952)"
3433593,"La horde (2009)","Die Horde (2010)"
3966962,"The Pianist (2002)","Der Pianist (2002)"
3951755,"The Man with the Golden Gun (1974)","007: The Man with the Golden Gun (1974)"
3725948,"Return to Oz (1985)","Nel fantastico mondo di Oz (1985)"
3591626,"New York Minute (2004/I)","Una pazza giornata a New York (2004)"
3018283,"Cannibal ferox (1981)","Cannibal Ferox (1983)"
3594857,"Night Train to Lisbon (2013)","Treno di notte per Lisbona (2013)"
3032742,"Chasing Mavericks (2012)","Mavericks (2013)"
3972498,"The Rage: Carrie 2 (1999)","Carrie 2 - Die Rache (2000)"
3629470,"Ong-bak (2003)","Thai Fist (2004)"
4009484,"There Be Dragons (2011)","There Be Dragons: Secrets of Passion (2012)"
3919346,"The Forsaken (2001)","Desert Vampires (2002)"
3444864,"Laitakaupungin valot (2006)","Lights in the Dusk (2006)"
4040726,"Troll 2 (1990)","Trolls (1990)"
2855581,"A Good Year (2006)","Ein gutes Jahr (2006)"
4121322,"Without a Paddle (2004)","Trouble ohne Paddel (2005)"
3347678,"Independence Day: Resurgence (2016)","Independence Day - Rigenerazione (2016)"
3405247,"Kis Uykusu (2014)","Winter Sleep (2013)"
3995210,"The Tragedy of Macbeth (1971)","Macbeth (1971)"
4116601,"Wild Target (2010)","Wild Target - Sein schärfstes Ziel (2011)"
3906323,"The Deep End (2001)","Trügerische Stille (2002)"
3037397,"Child 44 (2015)","Kind 44 (2015)"
2865374,"A Simple Wish (1997)","Un semplice desiderio (1997)"
2898930,"Always (1989)","Always - Per sempre (1989)"
3076987,"Cymbeline (2014)","Anarchie (2015)"
3541183,"Midway (1976)","La battaglia di Midway (1976)"
2841832,"300 (2006)","300: The IMAX Experience (2006)"
3605772,"Not Without My Daughter (1991)","Nicht ohne meine Tochter (1991)"
3094664,"De rouille et d'os (2012)","Un sapore di ruggine e ossa (2012)"
3554728,"Mononoke-hime (1997)","Princess Mononoke (1997)"
2913395,"Animal Farm (1954)","Animal Farm - Aufstand der Tiere (1955)"
3388454,"Kaidan (1964)","Miminashi Hôichi no hanashi (1964)"
3652556,"Partysaurus Rex (2012)","Toy Story Toons: Partysaurus Rex (2012)"
3258819,"Goldfinger (1964)","Ian Fleming's Goldfinger (1964)"
3451625,"Laws of Attraction (2004)","Laws of Attraction - Was sich liebt, verklagt sich (2005)"
3087095,"Darr (1993)","Daar (1993)"
2957072,"Because I Said So (2007)","Perché te lo dice mamma (2007)"
3969354,"The Preacher's Wife (1996)","Rendezvous mit einem Engel (1997)"
3288058,"Heartbreakers (2001)","Breakers (1999)"
4131422,"Yazi Tura (2004)","Kopf oder Zahl (2005)"
3992948,"The Texas Chain Saw Massacre (1974)","Massaker 73 (1974)"
3085358,"Darby O'Gill and the Little People (1959)","Darby O'Gill e il re dei folletti (1959)"
3615380,"Obitaemyy ostrov (2009)","The Inhabited Island (2008)"
3542167,"Mikra Anglia (2013)","Little England (2014)"
3937413,"The Kentucky Fried Movie (1977)","Nesson Oil (1977)"
3092256,"Day of the Dead (1985)","Zombie 2 (1987)"
4111216,"While We're Young (2014)","Giovani si diventa (2015)"
3572886,"My Mom's New Boyfriend (2008)","Lauschangriff - My Mom's New Boyfriend (2009)"
3206885,"Fierce Creatures (1997)","Death Fish II (1996)"
3454922,"Le dernier loup (2015)","Wolf Totem (2015)"
3553179,"Moms' Night Out (2014)","Mamma che notte! (2014)"
3423770,"L'uomo delle stelle (1995)","The Star Maker (1997)"
2941539,"Bachelor Party (1984)","Bachelor Party (Addio al celibato) (1984)"
3886933,"The Best Years of Our Lives (1946)","Die besten Jahre unseres Lebens (1948)"
3495381,"Love and Death (1975)","Die letzte Nacht des Boris Gruschenko (1975)"
3926448,"The Greatest Show on Earth (1952)","Cecil B. DeMille's The Greatest Show on Earth (1952)"
4134355,"Yongseoneun eupda (2010)","No Mercy (2009)"
3091801,"Dawn of the Dead (2004)","L'aube des morts (2004)"
3425083,"La Bamba (1987)","Let's Go (1987)"
3463806,"Lemon Tree Passage (2015)","The Passage (2015)"
3086259,"Dark Places (2015)","Dark Places - Nei luoghi oscuri (2015)"
3269335,"Guess Who (2005)","Untitled Bernie Mac/Ashton Kutcher Project (2004)"
3591083,"New Nightmare (1994)","Nightmare - Nuovo incubo (1995)"
3018798,"Cape Fear (1962)","Ein Köder für die Bestie (1962)"
4141189,"Zavet (2007)","Promettilo! (2010)"
3780848,"Shadow of the Vampire (2000)","Burned to Light (1999)"
3984719,"The Skeptic (2009)","Paranormal - Im Zeichen des Bösen (2014)"
3424933,"LOL (2012)","LOL: Laughing Out Loud (2011)"
3465578,"Les aventures de Rabbi Jacob (1973)","Die Abenteuer des Rabbi Jacob (1973)"
2959438,"Behind the Mask: The Rise of Leslie Vernon (2006)","Behind the Mask - Vita di un Serial Killer (2009)"
3218947,"Fong juk (2006)","Exiled (2006)"
3915791,"The Fault in Our Stars (2014)","Colpa delle stelle (2014)"
3754016,"Sammy's avonturen: De geheime doorgang (2010)","Sammys Abenteuer - Die Suche nach der geheimen Passage (2010)"
3761724,"Scarface (1983)","Scarface (1984)"
2935052,"Austin Powers: The Spy Who Shagged Me (1999)","Austin Powers 2 (1999)"
4014397,"Three (2005/I)","Survival Island (2006)"
3799885,"Sivaji (2007)","Sivaji: The Boss (2007)"
3967545,"The Pirates! In an Adventure with Scientists! (2012)","The Pirates! Band of Misfits in 3D (2012)"
4004978,"The Wings of the Dove (1997)","Die Flügel der Taube (1998)"
3164163,"El crimen del Padre Amaro (2002)","The Crime of Padre Amaro (2003)"
2953654,"Battle of Britain (1969)","The Battle of Britain (1969)"
3214603,"Flammen & Citronen (2008)","Flammen & Sitronen (2008)"
2945059,"Bai ri yan huo (2014)","Huo zai anjian li de ren (2014)"
3605236,"Not Another Teen Movie (2001)","Teen Movie (2001)"
3664735,"Phantom (2013/I)","Phantom (2013)"
3710750,"Rang De Basanti (2006)","Colour It Yellow (2006)"
3616483,"Ocean's Eleven (1960)","Frankie und seine Spießgesellen (1961)"
3413976,"Kuai can che (1984)","Il mistero del conte Lobos (1984)"
3725922,"Return to Me (2000)","Zurück zu Dir (2000)"
3905133,"The Day After Tomorrow (2004)","Tomorrow (2002)"
3554898,"Monsieur Ibrahim et les fleurs du Coran (2003)","Momo (2002)"
3766946,"Se, jie (2007)","Gefahr und Begierde (2007)"
3777465,"Severance (2006)","Severance - Tagli al personale (2007)"
4107588,"What's the Worst That Could Happen? (2001)","Lo scroccone e il ladro (2002)"
3829387,"Star Wars: Episode I - The Phantom Menace (1999)","Star Wars I: The Phantom Menace (1999)"
3488658,"Lords of Dogtown (2005)","American Knights (2005)"
3070469,"Critters (1986)","Critters - Sie sind da! (1986)"
3435203,"La maschera del demonio (1960)","Revenge of the Vampire (1968)"
3478141,"Lilo & Stitch (2002)","Lilo & Stitch: The IMAX Experience (2002)"
3551185,"Modern Times (1936)","Dr. Hauser & Co. Ges.m.b.H. (1936)"
2923615,"Arn: Riket vid vägens slut (2008)","Arn: The Kingdom at the End of the Road (2008)"
3775173,"Serbuan maut (2011)","The Raid (2012)"
3933848,"The Incredible Torture Show (1976)","Sardu, Master of the Screaming Virgins (1976)"
4030902,"Total Recall (1990)","Atto di forza (1990)"
4006501,"The World Is Not Enough (1999)","007: The World Is Not Enough (1999)"
4134626,"Yossi & Jagger (2002)","Yossi and Jagger (2002)"
4049827,"Tystnaden (1963)","Das Schweigen (1964)"
3190196,"Exeter (2015/II)","Backmask (2015)"
3276452,"Halloween: The Curse of Michael Myers (1995)","Halloween 6 - La maledizione di Michael Myers (1995)"
4007464,"The X Files (1998)","Akte X: Der Film (1998)"
3534386,"Men of Honor (2000)","The Diver (2000)"
3656817,"Pawn Shop Chronicles (2013)","Hustlers (2014)"
3385112,"Just Visiting (2001)","I visitatori alla conquista dell'America (2003)"
3231148,"From Here to Eternity (1953)","Verdammt in alle Ewigkeit (1954)"
3100534,"Deep End (1970)","La ragazza del bagno pubblico (1970)"
3683586,"Poulet aux prunes (2011)","Pollo alle prugne (2012)"
3199915,"Farewell, My Lovely (1975)","Marlowe, il poliziotto privato (1975)"
3380760,"Joyful Noise (2012)","Joyful Noise - Armonie del cuore (2012)"
3811345,"Soldaat van Oranje (1977)","Soldiers (1988)"
4092722,"Wai dor lei ah yut ho (2010)","Victoria No. 1 (2010)"
3907210,"The Devil Inside (2012)","Untitled Bell and Peterman Film (2011)"
4000275,"The Vikings (1958)","I vichinghi (1958)"
4094330,"Walk of Shame (2014)","Una notte in giallo (2014)"
3597143,"Ningen no jôken (1959/II)","The Human Condition II: Road to Eternity (1959)"
4005868,"The Woman in Red (1984)","La signora in rosso (1984)"
2834247,"12 Rounds 2: Reloaded (2013)","Zwölf Runden 2: Reloaded (2013)"
3717390,"Red River (1948)","Panik am roten Fluß (1991)"
3941902,"The Last Unicorn (1982)","Das letzte Einhorn (1983)"
3178376,"Enron: The Smartest Guys in the Room (2005)","Enron: Rise and Fall (2005)"
3991448,"The Tailor of Panama (2001)","John le Carré's Tailor of Panama (2001)"
3898118,"The Chronicles of Narnia: The Voyage of the Dawn Treader (2010)","The Voyage of the Dawn Treader (2008)"
3144028,"Dream a Little Dream (1989)","Long Before Tomorrow (1989)"
3666941,"Pickup on South Street (1953)","Pickpocket (1953)"
3433141,"La grande vadrouille (1966)","Tre uomini in fuga (1966)"
4050707,"U Turn (1997)","U-Turn - Tödliche Wendung (1998)"
3956587,"The Mortal Instruments: City of Bones (2013)","Chroniken der Unterwelt - City of Bones (2013)"
3190847,"Exorcist II: The Heretic (1977)","The Exorcist 2 (1977)"
3318970,"Humanoids from the Deep (1980)","Beneath the Darkness (1980)"
3743763,"Rumor Has It... (2005)","Otherwise Engaged (2004)"
3766409,"Scrooged (1988)","S.O.S. fantasmi (1988)"
3013009,"Caddyshack (1980)","Caddyshack - Wahnsinn ohne Handicap (1981)"
3138391,"Doragon bôru Z: Kono yo de ichiban tsuyoi yatsu (1990)","Dragonball Z - Movie 02: Der Stärkste auf Erden (2002)"
4132585,"Yes Man (2008)","Der Ja-Sager (2009)"
3060945,"Conte d'été (1996)","Sommer (1996)"
2854682,"A Funny Thing Happened on the Way to the Forum (1966)","Toll trieben es die alten Römer (1967)"
3218949,"Fong sai yuk (1993)","Fang Shi Yu (1993)"
3168225,"El secreto de sus ojos (2009)","In ihren Augen (2010)"
3404248,"Kingdom of Heaven (2005)","The Crusades (2003)"
3516989,"Mankatha (2011)","Gambler (2011)"
3067440,"Cradle 2 the Grave (2003)","Amici x la morte (2003)"
4026838,"Tom and Jerry: The Movie (1992)","Tom & Jerry: Il film (1992)"
3935439,"The Iron Lady (2011)","La dame de fer (2012)"
4106284,"What Maisie Knew (2012)","Quel che sapeva Maisie (2013)"
3829401,"Star Wars: Episode VI - Return of the Jedi (1983)","Star Wars: Episodio VI - Il ritorno dello Jedi (2006)"
3521168,"Mark of the Vampire (1935)","Das Zeichen des Vampyrs (1935)"
2879607,"Adaptation. (2002)","The Orchid Thief (2002)"
3495674,"Love at First Bite (1979)","Liebe auf den ersten Biss (1991)"
4099322,"Waxwork (1988)","Reise zurück in der Zeit (1988)"
3674826,"Plemya (2014)","ðÌÅÍ'Ñ (2014)"
3575428,"Mystery Train (1989)","Mystery Train - Martedì notte a Memphis (1989)"
3234857,"Fun with Dick and Jane (2005)","Dick und Jane (2006)"
3574952,"Myeong-ryang (2014)","Battlefield - Whirlwind Sea (2014)"
3633824,"Orfeu Negro (1959)","Orfeu Negro (2011)"
3524710,"Masters of the Universe (1987)","Masters of the Universe: The Motion Picture (1987)"
3396717,"Keeping Mum (2005)","Mord im Pfarrhaus (2006)"
4092842,"Wait Until Dark (1967)","Gli occhi della notte (1968)"
3937921,"The Killers (1946)","Ernest Hemingway's The Killers (1946)"
3865985,"Taxi (2015/III)","Jafar Panahi's Taxi (2015)"
2999002,"Bright Lights, Big City (1988)","Die grellen Lichter der Großstadt (1991)"
3921338,"The Gate (1987)","Non aprite quel cancello (1987)"
2871962,"A torinói ló (2011)","Das Turiner Pferd (2012)"
4070741,"Used Cars (1980)","Mit einem Bein im Kittchen (1991)"
3699290,"Pusher II (2004)","Pusher II: With Blood on My Hands (2004)"
3195448,"Fail-Safe (1964)","Angriffsziel Moskau (1965)"
3262348,"Gotcha! (1985)","Gotcha! - Ein irrer Typ (2005)"
3957027,"The Mouse That Roared (1959)","The Day New York Was Invaded (1959)"
3474919,"Life During Wartime (2009)","Forgiveness (2009)"
3553358,"Mon meilleur ami (2006/I)","Il mio migliore amico (2006)"
3928761,"The Haunting of Molly Hartley (2008)","Molly Hartley - Die Tochter des Satans (2009)"
3977219,"The Road to Wellville (1994)","Morti di salute (1994)"
3956625,"The Mosquito Coast (1986)","Mosquito Coast (1991)"
2978744,"Black Sheep (1996)","Mike l'acchiappavoti (2001)"
3627150,"One Hundred and One Dalmatians (1961)","101 Dalmatiner (1961)"
2887194,"Airplane II: The Sequel (1982)","Flying High II: The Sequel (1982)"
3142404,"Dracula A.D. 1972 (1972)","Dracula jagt Mini-Mädchen (1972)"
3637901,"Our Man Flint (1966)","Il nostro agente Flint (1966)"
3224417,"Four Rooms (1995)","Silvester in fremden Betten (1995)"
3209925,"Finding Dory (2016)","Untitled Pixar Animation Project (2016)"
2994683,"Boys Town (1938)","Jugend am Abgrund (1949)"
3508830,"Magnolia (1999)","Mag·no'li·a (1999)"
3547118,"Miss Congeniality (2000)","Miss F.B.I. (2001)"
2860419,"A Most Violent Year (2014)","1981 - Indagine a New York (2014)"
3262348,"Gotcha! (1985)","Gotcha! - Ein irrer Trip (1985)"
3908585,"The Distinguished Gentleman (1992)","Il distinto gentiluomo (1992)"
3227534,"Freddy's Dead: The Final Nightmare (1991)","A Nightmare on Elm Street Part 666: Freddy's Dead (1991)"
4139185,"Yôjinbô (1961)","Bodyguard (1961)"
3341904,"In Darkness (2011)","Sous terre (2011)"
3219338,"Foolproof (2003)","Foolproof - Ausgetrickst (2004)"
2928575,"Asoka (2001)","Asoka - Der Weg des Kriegers (2001)"
4040991,"Tropa de Elite 2: O Inimigo Agora é Outro (2010)","Tropa de elite 2 - Il nemico ora è un altro (2010)"
3650687,"Parental Guidance (2012)","Us & Them (2013)"
3978516,"The Rundown (2003)","Welcome to the Jungle (2003)"
2885339,"Agora (2009)","Agora - Die Säulen des Himmels (2010)"
3045378,"Cirque du Freak: The Vampire's Assistant (2009)","Cirque du Freak (2006)"
3892104,"The Brain That Wouldn't Die (1962)","Der Kopf, der nicht sterben durfte (1962)"
2988118,"Boiler Room (2000)","Affari ad alto rischio (2001)"
3863016,"Tang shan da di zhen (2010)","Tongsaan daaideizan (2010)"
3621803,"Oldeuboi (2003)","Old Boy (2004)"
3283753,"Hateship Loveship (2013)","Hateship, Friendship, Courtship, Loveship, Marriage (2013)"
2838288,"2001: A Space Odyssey (1968)","2001: Odissea nello spazio (1968)"
3904574,"The Dark Knight Rises (2012)","T.D.K.R. (2012)"
3116573,"Diabolique (1996)","Diabolisch (1996)"
2883148,"After Hours (1985)","Fuori orario (1985)"
3095092,"De zaak Alzheimer (2003)","Lost Memory - Killer ohne Erinnerung (2004)"
3607940,"Nowhere to Run (1993)","Pals (1992)"
3502038,"Léon (1994)","The Professional (1994)"
3921338,"The Gate (1987)","Gate - Die Unterirdischen (1987)"
3323089,"I Am Wrath (2016)","Rage: Tage der Vergeltung (2016)"
3214603,"Flammen & Citronen (2008)","The Flame and the Lemon (2009)"
3796873,"Sin City: A Dame to Kill For (2014)","Sin City - Una donna per cui uccidere (2013)"
2866246,"A Star Is Born (1937)","Ein Stern ist geboren (1937)"
3019252,"Captain America: Civil War (2016)","The First Avenger: Civil War (2016)"
2834287,"12 and Holding (2005)","Twelve and Holding (2005)"
3062113,"Coogan's Bluff (1968)","Coogans großer Bluff (1968)"
3040516,"Chosen (2001)","The Hire: Chosen (2001)"
3114494,"Deuces Wild (2002)","Wild Boyz (2002)"
2897048,"Almost Famous (2000)","Untitled Cameron Crowe Project (1999)"
2943475,"Bad Grandpa (2013)","Jackass 4 (2014)"
3548431,"Mission: Impossible - Rogue Nation (2015)","M:i 5 (2015)"
3014408,"Caligola (1979)","Caligvla (1979)"
3811753,"Soleil rouge (1971)","Red Sun (1971)"
3317296,"Hrútar (2015)","Stabukker (2015)"
2833061,"100 Girls (2000)","Eins, zwei, Pie - Wer die Wahl hat, hat die Qual... (2001)"
3981835,"The Sentinel (2006)","The Sentinel - Wem kannst du trauen? (2006)"
3889913,"The Blood of Heroes (1989)","Giochi di morte (1989)"
3268176,"Grown Ups (2010)","Untitled Adam Sandler Project (2009)"
4053304,"Ultimo tango a Parigi (1972)","Le dernier Tango à Paris (1972)"
3357734,"Iron Man 2 (2010)","Iron Man 2: The IMAX Experience (2010)"
4133340,"Ying hung boon sik II (1987)","City Wolf II - Abrechnung auf Raten (1987)"
3791254,"Shrooms (2007)","Shrooms - Im Rausch des Todes (2008)"
4017128,"Thérèse Desqueyroux (2012)","Therese Desqueyroux (2012)"
3892068,"The Brady Bunch Movie (1995)","La famiglia Brady (1995)"
