id,original_title,alternative
3953311,"The Mechanic (1972)","Kalter Hauch (1972)"
3548844,"Mister Roberts (1955)","Keine Zeit für Heldentum (1956)"
3933118,"The Ice Pirates (1984)","I pirati dello spazio (1984)"
2860679,"A Murder of Crows (1998)","A Murder of Crows - Diabolische Versuchung (1998)"
3957243,"The Mummy (1999)","Die Mumie (1999)"
3940330,"The Last Detail (1973)","Sein letztes Kommando (1973)"
3449646,"Last Vegas (2013)","Untitled Dan Fogelman Project (2009)"
3206677,"Fido (2006)","Fido - Gute Tote sind schwer zu finden (2008)"
3609811,"Nuts (1987)","Nuts ... Durchgedreht (1988)"
4107682,"Whatever It Takes (2000)","Costi quel che costi (2000)"
3772223,"Seksmisja (1984)","Sexmission (1984)"
3678191,"Politiki kouzina (2003)","A Touch of Spice (2003)"
3776318,"Set It Off (1996)","Set It Off - Farsi notare (1996)"
3435203,"La maschera del demonio (1960)","Mask of the Demon (1960)"
3444277,"Lady in the Lake (1947)","Una donna nel lago (1947)"
3556626,"Moonraker (1979)","Agente 007 - Moonraker: operazione spazio (1979)"
3333662,"Igby Goes Down (2002)","Igby (2002)"
2939652,"BUtterfield 8 (1960)","Butterfield 8 (1960)"
3708337,"Raiders of the Lost Ark (1981)","Raiders of the Lost Ark (1990)"
4079498,"Versus (2000/II)","Versus (2000)"
3461270,"Leatherface: Texas Chainsaw Massacre III (1990)","Leatherface (1990)"
3096113,"Dead Rising (2015)","Dead Rising - Watchtower (2015)"
3285346,"Haywire (2011)","Haywire - Trau' keinem (2013)"
3050633,"Cobra Verde (1987)","Slave Coast (1987)"
4031649,"Touchez pas au grisbi (1954)","Touchez Pas au Grisbi (1959)"
3672263,"Planet Terror (2007)","Grindhouse Presents: Robert Rodriguez's Planet Terror (2007)"
3433424,"La haine (1995)","L'odio (1995)"
3312229,"Hot Fuzz (2007)","Feelin' Fuzzier (2007)"
3903004,"The Crow: City of Angels (1996)","Il corvo 2 (1996)"
2923030,"Arlen Faber (2009)","The Dream of the Romans (2008)"
3294160,"Here Comes Mr. Jordan (1941)","Mr. Jordan Comes to Town (1941)"
2879411,"Adam Resurrected (2008)","Prisoner of War (2016)"
3244072,"Gekijô-ban poketto monsutaa: Mizu no Miyako no Mamori Gami Ratiasu to Ratiosu (2002)","Pokemon 5: Heroes (2003)"
3281263,"Hard Times (1975)","Street Fighter (1976)"
3858613,"Tacones lejanos (1991)","High Heels (1991)"
3683311,"Pote tin Kyriaki (1960)","Mai di domenica (1960)"
3112707,"Desperate Living (1977)","Desperate Living (1990)"
3697503,"Pumping Iron (1977)","Uomo d'acciaio (1977)"
3265355,"Great Expectations (1946)","Geheimnisvolle Erbschaft (1947)"
3561322,"Movie 43 (2013)","Veronica (2013)"
3700428,"Pyaasa (1957)","Pyaasa - Sete eterna (1957)"
3526750,"Max (2015/I)","Max: Bester Freund. Held. Retter. (2015)"
3931980,"The House of Magic (2013)","Das magische Haus (2014)"
3744428,"Runaway Train (1985)","A trenta secondi dalla fine (1985)"
4035279,"Transformers (2007)","The Transformers (2006)"
3974759,"The Remains of the Day (1993)","Was vom Tage übrig blieb (1994)"
3455410,"Le dîner de cons (1998)","Le Dîner de Cons (1999)"
4009484,"There Be Dragons (2011)","There Be Dragons Blood & Country (2011)"
3574172,"My Soul to Take (2010)","Untitled Wes Craven Project (2007)"
3248089,"Gettysburg (1993)","The Killer Angels (1993)"
3125416,"Dil Dhadakne Do (2015)","Ozean der Träume: Dil Dhadakne Do (2015)"
3149359,"Dung che sai duk (1994)","Dung che sai duk redux (2008)"
3735992,"RocknRolla (2008)","Rock'n Rolla (2008)"
3032417,"Charulata (1964)","Charulata: Die einsame Frau (1969)"
3898565,"The Clan of the Cave Bear (1986)","Cro Magnon odissea nella preistoria (1986)"
3986422,"The Sound of Music (1965)","Rodgers and Hammerstein's The Sound of Music (1965)"
3237350,"G.I. Jane (1997)","Die Akte Jane (1998)"
2978908,"Black Swan (2010)","Il cigno nero (2010)"
3259500,"Gone Fishin' (1997)","Der $100.000 Fisch (1997)"
3056371,"Comme un chef (2012)","Chef (2012)"
4147696,"[Rec]³: Génesis (2012)","[REC] 3: Genesis (2012)"
3138383,"Doragon bôru Z (1989)","Dead Zone (1989)"
3492235,"Lost in Space (1998)","LS (1998)"
3401258,"Kikujirô no natsu (1999)","L'estate di Kikujiro (1999)"
3070471,"Critters 3 (1991)","Critters 3 - Die Kuschelkiller kommen (1991)"
3374096,"Jiao zi (2004)","San geng er zhi yi (2004)"
3440770,"La terza madre (2007)","Mother of Tears (2008)"
3320288,"Hurlyburly (1998)","Bugie, baci, bambole & bastardi (1998)"
3664668,"Phantasm (1979)","Don Coscarelli's Phantasm (1979)"
3272028,"Gycklarnas afton (1953)","Sawdust and Tinsel (1956)"
4100497,"We Own the Night (2007)","I padroni della notte (2008)"
3366188,"Jai Ho (2014/I)","Jai Ho (2014)"
2895396,"All the Right Moves (1983)","Der richtige Dreh (1991)"
3967396,"The Pink Panther (1963)","Der rosarote Panther (1991)"
3659415,"Penguins of Madagascar (2014)","Madagaskaro pingvinai (2014)"
3309931,"Hop (2011)","I Hop (2010)"
2998480,"Bride of Frankenstein (1935)","Frankensteins Rückkehr (1935)"
3062680,"Copie conforme (2010)","Copia conforme (2010)"
3905330,"The Day of the Jackal (1973)","Il giorno dello sciacallo (1973)"
3723996,"Resident Evil: Apocalypse (2004)","Resident Evil: Nemesis (2003)"
3049665,"Cloverfield (2008)","Slusho (2007)"
3782175,"Shan he gu ren (2015)","Al di là delle montagne (2015)"
3308751,"Honey, I Shrunk the Kids (1989)","Grounded (1989)"
2996818,"Breakin' (1984)","Breakdance: The Movie (1984)"
3590252,"Never Talk to Strangers (1995)","Mai con uno sconosciuto (1995)"
3968939,"The Postman Always Rings Twice (1946)","Il postino suona sempre due volte (1949)"
3586756,"Necronomicon (1993)","H.P. Lovecraft's Necronomicon, Book of the Dead (1996)"
3754876,"San wa (2005)","Der Mythos (2007)"
3480636,"Little Boy (2015)","El gran pequeño (2015)"
3256117,"Goal! (2005)","Goal! - Lebe deinen Traum (2005)"
3018283,"Cannibal ferox (1981)","Make Them Die Slowly (1983)"
3566844,"Murder by Death (1976)","Invito a cena con delitto (1976)"
3901051,"The Contract (2006)","The Contract - Auftrag Mord (2006)"
3276449,"Halloween: Resurrection (2002)","Halloween: Evil Never Dies (1999)"
2979952,"Blade (1998)","Blade, the Vampire Slayer (1997)"
3279054,"Hansel & Gretel: Witch Hunters (2013)","Hansel & Gretel - Cacciatori di streghe (2013)"
4035293,"Transformers: Age of Extinction (2014)","Transformers 4 (2014)"
3826986,"St. Vincent (2014)","St. Vincent De Van Nuys (2014)"
3979173,"The Salt of the Earth (2014)","Le sel de la terre (2014)"
3782379,"Shanghai Noon (2000)","Shang-High Noon (2000)"
2946903,"Ballada o soldate (1959)","Ballada o soldatje (1959)"
2905439,"An American Crime (2007)","The Basement (2006)"
2939735,"Ba wang bie ji (1993)","Lebewohl, meine Konkubine (1993)"
2918124,"Anywhere But Here (1999)","Überall, nur nicht hier (2000)"
4085160,"Virus (1980)","Zombie Creeping Flesh (1982)"
3531254,"Megamind (2010)","Master Mind (2009)"
2992811,"Bottle Rocket (1996)","Colpo da dilettanti (1996)"
3667093,"Picture Perfect (1997)","Picture Perfect - Ein fast perfektes Date (1998)"
2948986,"Banlieue 13: Ultimatum (2009)","Banlieue 14 (2009)"
3851070,"Svartur á leik (2012)","Black's Game (2012)"
3927284,"The Guilt Trip (2012)","Parto con mamma (2012)"
2912460,"Angels & Demons (2009)","Illuminati (2009)"
3808000,"Sniper (1993)","Sniper - Der Scharfschütze (1993)"
3335620,"Il deserto rosso (1964)","Le désert rouge (1964)"
3377995,"Johnny Handsome (1989)","Johnny Handsome - Der schöne Johnny (1991)"
3438080,"La posesión de Emma Evans (2010)","Der Exorzismus der Emma Evans (2010)"
2944983,"Bahubali: The Beginning (2015)","Baahubali: The Beginning (2015)"
3677672,"Police Academy (1984)","Police Academy - Dümmer als die Polizei erlaubt (1984)"
3710108,"Rambo (2008)","Rambo IV (2007)"
3003304,"Bubba Ho-Tep (2002)","Bubba Ho-tep - Il re è qui (2003)"
4031649,"Touchez pas au grisbi (1954)","Grisbì (1954)"
3778739,"Sex, Lies, and Videotape (1989)","Sex, Lügen und Video (1989)"
3956432,"The More the Merrier (1943)","Jeder hilft sich, wie er kann (1946)"
3873249,"Terrore nello spazio (1965)","The Planet of the Damned (1965)"
3415576,"Kurenai no buta (1992)","Porco Rosso (1992)"
3241416,"Gardens of Stone (1987)","Giardini di pietra (1987)"
3337311,"Il racconto dei racconti - Tale of Tales (2015)","Il racconto dei racconti (2015)"
3457431,"Le nom des gens (2010)","Der Name der Leute (2011)"
3939135,"The Lady Eve (1941)","Die Falschspielerin (1949)"
3455305,"Le déclin de l'empire américain (1986)","The Decline of the American Empire (1986)"
4016452,"Throw Momma from the Train (1987)","Schmeiß' die Mama aus dem Zug! (1991)"
3486298,"Lonely Are the Brave (1962)","Einsam sind die Tapferen (1962)"
2927087,"Ascenseur pour l'échafaud (1958)","Frantic (1961)"
3979754,"The Scarlet Empress (1934)","Die große Zarin (1935)"
3070472,"Critters 4 (1992)","Critters 4: They're Invading Your Space (1992)"
2841904,"300: Rise of an Empire (2014)","300 2 (2013)"
3036579,"Chicken Run (2000)","Chicken Run - Hennen rennen (2000)"
2930264,"Astérix le Gaulois (1967)","Asterix de Galliër (1967)"
2953272,"Batman: The Movie (1966)","Batman and Robin (1967)"
3257901,"Gojira no gyakushû (1955)","Godzilla Raids Again (1985)"
3795133,"Silent Movie (1976)","Silent Movie Plus (1978)"
3895401,"The Captive (2014)","The Captive: Spurlos verschwunden (2015)"
3521821,"Married to the Mob (1988)","Die Mafiosi-Braut (1991)"
3155835,"Eddie the Eagle (2016)","The Eagle (2016)"
3686347,"Prelude to a Kiss (1992)","Doppia anima (1992)"
3778739,"Sex, Lies, and Videotape (1989)","Sesso, bugie e videotape (1989)"
3907253,"The Devil Rides Out (1968)","The Devil's Bride (1968)"
3244072,"Gekijô-ban poketto monsutaa: Mizu no Miyako no Mamori Gami Ratiasu to Ratiosu (2002)","Pokémon Heroes - Der Film (2004)"
3878058,"The ABCs of Death (2012)","22 Ways to Die (2013)"
3529046,"Me, Myself & Irene (2000)","Io, me & Irene (2000)"
2874550,"Ab Tak Chhappan (2004)","56 So Far (2004)"
3272028,"Gycklarnas afton (1953)","Abend der Gaukler (1958)"
3958165,"The Naked City (1948)","Die nackte Stadt (1962)"
3508851,"Magnum Force (1973)","Dirty Harry II - Callahan (1974)"
2883748,"After the Thin Man (1936)","Dopo l'uomo ombra (1936)"
3164163,"El crimen del Padre Amaro (2002)","Die Versuchung des Padre Amaro (2003)"
4027661,"Tonari no Totoro (1988)","My Neighbor Totoro (2004)"
3432125,"La fille sur le pont (1999)","The Girl on the Bridge (1999)"
3246754,"Gertie the Dinosaur (1914)","Gertie (1914)"
3855512,"Sztuka spadania (2004)","Fallen Art (2004)"
3293945,"Herbie Goes to Monte Carlo (1977)","Herbie al rally di Montecarlo (1978)"
3364682,"Jack Ryan: Shadow Recruit (2014)","Maryland (2012)"
3192173,"Extraordinary Measures (2010)","The Untitled Crowley Project (2009)"
3180677,"Eraserhead (1977)","Eraserhead - La mente che cancella (1977)"
3785727,"Shenandoah (1965)","Shenandoah, la valle dell'onore (1965)"
3471338,"Let's Scare Jessica to Death (1971)","The Secret Beneath the Lake (1971)"
4007626,"The Year of Living Dangerously (1982)","Un anno vissuto pericolosamente (1983)"
3775173,"Serbuan maut (2011)","Le commando (2013)"
3513434,"Mallrats (1995)","Mallrats - Kaufhausclique in Liebesnöten (2001)"
2877553,"Ace Ventura: When Nature Calls (1995)","Ace Ventura Goes to Africa (1995)"
3539169,"Miami Connection (1987)","Schwarze Ninja greifen an (1991)"
3994986,"The Town (2010)","The Town - Stadt ohne Gnade (2010)"
3670550,"Pirates of the Caribbean: Dead Man's Chest (2006)","P.O.T.C. 2 (2006)"
3534761,"Meng long guo jiang (1972)","Die Faust des Drachen (1975)"
3500382,"Lung foo fong wan (1987)","Cover Hard 2 (1987)"
3455883,"Le gendarme en balade (1970)","Der Gendarm bummelt (1971)"
3418253,"Körkarlen (1921)","The Phantom Carriage (1921)"
3984577,"The Sitter (2011)","Bad Sitter (2012)"
3961327,"The Offence (1973)","Something Like the Truth (1972)"
4145738,"Zong heng si hai (1991)","Once a Thief (1991)"
3589611,"Neuk-dae-so-nyeon (2012)","Neukdae sonyeon (2012)"
3471338,"Let's Scare Jessica to Death (1971)","La morte corre incontro a Jessica (1971)"
3468748,"Les salauds (2013)","Bastards (2013)"
3076687,"Cyborg (1989)","Masters of the Universe 2: Cyborg (1989)"
3319385,"Hung Hei Kwun: Siu Lam ng zou (1994)","Xin Shao Lin wu zu (1994)"
3708337,"Raiders of the Lost Ark (1981)","Jäger des verlorenen Schatzes (1981)"
2929392,"Assassins (1995)","Assassins - Die Killer (1995)"
3435706,"La montaña sagrada (1973)","La montagna sacra (1975)"
3829247,"Star Trek: The Wrath of Khan (1982)","Star Trek II: The Vengeance of Khan (1982)"
3435552,"La misma luna (2007)","Bajo la misma luna (2007)"
3688674,"Pride and Glory (2008)","Pride & Glory (2008)"
3257905,"Gojira tai Mekagojira (1974)","Godzilla contro i robot (1974)"
3019347,"Captain Corelli's Mandolin (2001)","Il mandolino del capitano Corelli (2001)"
4010263,"They (2002)","They - Fürchte die Dunkelheit (2006)"
3228540,"Freier Fall (2013)","Free Fall (2013)"
3079498,"Dad's Army (2016)","L'esercito di papà (2016)"
3327621,"I due superpiedi quasi piatti (1977)","Zwei außer Rand und Band (1991)"
2898904,"Alvin and the Chipmunks: Chipwrecked (2011)","Alvin and the Chipmunks 3D (2011)"
3638684,"Out in the Dark (2012)","Out in the Dark - Liebe sprengt Grenzen (2012)"
3260751,"Good Will Hunting (1997)","Good Will Hunting - Der gute Will Hunting (1998)"
2991347,"Bordello of Blood (1996)","Geschichten aus der Gruft: Bordello of Blood (1997)"
3821942,"Spellbound (1945)","The House of Dr. Edwardes (1945)"
2986115,"Blutgletscher (2013)","The Station (2013)"
3380923,"Ju-on (2002)","Ju-on: Gekijô-ban (2003)"
3401312,"Kiler (1997)","Killer (1997)"
3970115,"The Princess Diaries (2001)","Plötzlich Prinzessin! (2001)"
3269006,"Guardians of the Galaxy (2014)","Guardiani della Galassia (2014)"
3774645,"Seong lung wui (1992)","The Twin Dragons (1992)"
3996059,"The Trials of Cate McCall (2013)","Anklage: Mord - Im Namen der Wahrheit (2014)"
3555430,"Monster's Ball (2001)","Monster's Ball - L'ombra della vita (2002)"
3169943,"Electra Glide in Blue (1973)","The Legend of Big John (1974)"
3943896,"The Life and Death of Peter Sellers (2004)","Una pantera a Hollywood (2005)"
3195595,"Fair Game (1995)","Facile preda (1996)"
2893137,"Alive (1993)","Überleben! (1993)"
3691319,"Private Resort (1985)","Posizioni promettenti (1985)"
3239075,"Gallipoli (1981)","Gli anni spezzati (1981)"
3403575,"King Kong (1933)","Kong (1933)"
3960425,"The Ninth Gate (1999)","La nona porta (1999)"
4022288,"Tito i ja (1992)","Tito and Me (1992)"
3247641,"Gett (2014)","GETT le procès de Viviane Amsalem (2014)"
3946736,"The Lord of the Rings (1978)","J.R.R. Tolkien's The Lord of the Rings (1978)"
3799183,"Sissi - Schicksalsjahre einer Kaiserin (1957)","Destino di una imperatrice (1957)"
3267234,"Grimsby (2016)","The Brothers Grimsby (2016)"
3087472,"Das Cabinet des Dr. Caligari (1920)","Il gabinetto del dottor Caligari (1920)"
3788630,"Shivers (1975)","Frissons (1975)"
3274028,"Hable con ella (2002)","Parla con lei (2002)"
3174963,"En duva satt på en gren och funderade på tillvaron (2014)","A Pigeon Sat on a Branch Reflecting on Existence (2013)"
3849073,"Surf Ninjas (1993)","Guerrieri del surf (1993)"
3861660,"Tales of Terror (1962)","Der grauenvolle Mr. X (1962)"
2853291,"A Face in the Crowd (1957)","The Arkansas Traveler (1957)"
3612283,"O Menino e o Mundo (2013)","Boy & the World (2015)"
3225486,"Frailty (2001)","Frailty - Nessuno è al sicuro (2002)"
3310950,"Horrible Bosses 2 (2014)","Come ammazzare il capo 2 (2014)"
3734310,"Robin Hood: Men in Tights (1993)","Sacré Robin des Bois (1993)"
2834247,"12 Rounds 2: Reloaded (2013)","Ancora 12 Rounds (2013)"
3555075,"Monsoon Wedding (2001)","Monsoon Wedding - Hochzeit mit Hindernissen (2011)"
3012678,"Cabin Fever: Patient Zero (2014)","Cabin Fever 3: Patient Zero (2014)"
3911820,"The Emerald Forest (1985)","Der Smaragdwald (1985)"
2927087,"Ascenseur pour l'échafaud (1958)","Ascensore per il patibolo (1958)"
3234362,"Full Frontal (2002)","Voll frontal (2003)"
2962411,"Beneath the Planet of the Apes (1970)","Planet of the Apes Revisited (1970)"
3661524,"Perfetti sconosciuti (2016)","Perfect Strangers (2016)"
3898787,"The Client (1994)","Der Klient (1994)"
3898103,"The Chronicles of Narnia: Prince Caspian (2008)","Le cronache di Narnia - Il principe Caspian (2008)"
3498974,"Lucía y el sexo (2001)","Lucia und der Sex (2002)"
4038760,"Trial and Error (1997)","Noch dümmer (1997)"
2925484,"Artificial Intelligence: AI (2001)","A.I.: Artificial Intelligence (2001)"
3676676,"Point of No Return (1993)","Girl No. 5 (1993)"
3341800,"In Cold Blood (1967)","Kaltblütig (1968)"
3478490,"Limelight (1952)","Luci della ribalta (1952)"
3200836,"Fast Times at Ridgemont High (1982)","Fast Times (1982)"
4058994,"Uncanny (2015)","Android (2015)"
4073833,"Valkyrie (2008)","Walküre (2008)"
3096525,"Dead or Alive: Hanzaisha (1999)","D.O.A. (1999)"
3903974,"The Da Vinci Code (2006)","Il codice da Vinci (2006)"
3862569,"También la lluvia (2010)","Même la pluie (2010)"
3266909,"Greystoke: The Legend of Tarzan, Lord of the Apes (1984)","Greystoke - Herr der Affen (Die Legende von Tarzan) (1988)"
2850419,"A Clockwork Orange (1971)","Arancia meccanica (1971)"
3900061,"The Comedy of Terrors (1963)","Ruhe Sanft GmbH (1964)"
4079628,"Vertigo (1958)","Fear and Trembling (1958)"
3059273,"Confessions of a Teenage Drama Queen (2004)","Bekenntnisse einer Highschool-Diva (2004)"
3827465,"Stagecoach (1939)","Ringo (1970)"
3866999,"Teaching Mrs. Tingle (1999)","Rettet Mrs. Tingle (1999)"
3276337,"Halloween H20: 20 Years Later (1998)","Halloween 7: The Revenge of Laurie Strode (1998)"
3549942,"Miyamoto Musashi (1954)","Samurai 1: Musashi Miyamoto (1998)"
3457446,"Le notti del terrore (1981)","The Nights of Terror (1986)"
4027493,"Tomorrow Never Dies (1997)","Aquator (1997)"
3584240,"National Treasure (2004)","Sonomo (2004)"
3265792,"Greed (1924)","Die Gier nach dem Gelde (1924)"
3683372,"Potiche (2010)","Potiche - La bella statuina (2010)"
3978516,"The Rundown (2003)","Der Felsen im Urwald (2004)"
3609889,"Nutty Professor II: The Klumps (2000)","La famiglia del professore matto (2000)"
3380023,"Journal d'un curé de campagne (1951)","Tagebuch eines Landpfarrers (1952)"
3854247,"Swordfish (2001)","Swordfish_ (2001)"
3030190,"Chandni Chowk to China (2009)","C.C.2.C. (2009)"
3282351,"Harper (1966)","Ein Fall für Harper (1966)"
3427831,"La belle et la bête (1946)","La Belle et la Bête (1946)"
3606358,"Nothing But Trouble (1991)","Trick House (1991)"
3132178,"Doc Hollywood (1991)","Doc Hollywood - Dottore in carriera (1991)"
3421015,"L'eclisse (1962)","L'Eclisse (1962)"
3858738,"Taegukgi hwinalrimyeo (2004)","Brotherhood (2005)"
3057708,"Compulsion (1959)","Der Zwang zum Bösen (1959)"
3964503,"The Parallax View (1974)","Zeuge einer Verschwörung (1975)"
3407392,"Knight Moves (1992)","Face to Face (1992)"
3683606,"Poultrygeist: Night of the Chicken Dead (2006)","Poultrygeist: Attack of the Chicken Zombies! (2006)"
3211351,"Fire with Fire (2012/II)","Fire with Fire - Rache folgt eigenen Regeln (2011)"
3069054,"Creed (2015)","Creed: Nato per combattere (2015)"
3940439,"The Last Exorcism Part II (2013)","Le Dernier exorcisme Part II (2013)"
3491538,"Lost Horizon (1937)","Der verlorene Horizont (1951)"
3945027,"The Little Death (2014)","A Funny Kind of Love (2015)"
2943273,"Bad Country (2014)","Affari di famiglia (2014)"
3003115,"Brødre (2004)","Brothers - Zwischen Brüdern (2004)"
3549951,"Miyamoto Musashi kanketsuhen: kettô Ganryûjima (1956)","Samurai III: Duel at Ganryu Island (1956)"
2841119,"3 Men and a Baby (1987)","Tre scapoli e un bebè (1988)"
3397527,"Kelly's Heroes (1970)","I guerrieri (1970)"
3934641,"The Intern (2015/I)","Lo stagista inaspettato (2015)"
4141128,"Zatôichi (2003)","Zatoichi (2003)"
2866610,"A Streetcar Named Desire (1951)","Endstation Sehnsucht (1951)"
3606647,"Nothing to Lose (1997)","Nix zu verlieren (1998)"
4061283,"Underworld: Rise of the Lycans (2009)","Underworld: Aufstand der Lykaner (2009)"
3047652,"Clay Pigeons (1998)","Lebende Ziele (1999)"
3433545,"La historia oficial (1985)","La storia ufficiale (1985)"
3237375,"G.I. Joe: The Rise of Cobra (2009)","G.I. Joe - La nascita dei Cobra (2009)"
2952647,"Bastille Day (2016)","The Take (2016)"
3467043,"Les fugitifs (1986)","Die Flüchtigen (1987)"
3971253,"The Prowler (1981)","The Graduation (1981)"
4126854,"Wu du (1978)","Five Venoms (1978)"
4065827,"Until Death (2007)","Until the Death (2006)"
3118370,"Die Another Day (2002)","D.A.D. (2002)"
3138390,"Doragon bôru Z: Kiken na Futari! Sûpâ senshi wa Nemurenai (1994)","Doragon bôru Z 10: Kiken na Futari! Sûpâ senshi wa Nemurenai (1994)"
2894377,"All Quiet on the Western Front (1930)","All'ovest niente di nuovo (1931)"
3981982,"The Sessions (2012)","The Sessions - Gli incontri (2012)"
3493781,"Love Don't Cost a Thing (2003)","Fidanzata in prestito (2004)"
3345389,"In the Heart of the Sea (2015)","Heart of the Sea - Le origini di Moby Dick (2015)"
3008147,"Bushwhacked (1995)","Un furfante tra i boy scout (1995)"
3074845,"Cung on zo (1993)","Serious Crimes Squad (1993)"
3981404,"The Secret of NIMH (1982)","Mrs. Brisby and the Rats of NIMH (1982)"
3930687,"The Hole (2009)","The Hole - Die geheimnisvolle Falltür (2009)"
3991096,"The Sweetest Thing (2002)","Untitled Nancy Pimental Project (2000)"
3456071,"Le grand restaurant (1966)","What's Cooking in Paris (1966)"
3997377,"The Two Faces of January (2014)","Die zwei Gesichter des Januars (2014)"
3947530,"The Love Guru (2008)","Der Love Guru (2008)"
3865283,"Taste the Blood of Dracula (1970)","Wie schmeckt das Blut von Dracula? (1970)"
2900690,"Amazon Women on the Moon (1987)","Roast Your Loved One (1987)"
3341800,"In Cold Blood (1967)","Kaltblütig (1991)"
3932874,"The Huntsman: Winter's War (2016)","Il cacciatore e la regina di ghiaccio (2016)"
2841936,"3096 Tage (2013)","Kampusch (2012)"
4035766,"Transporter 3 (2008)","The Transporter 3 (2008)"
3564352,"Much Ado About Nothing (2012/I)","Molto rumore per nulla (2012)"
3873249,"Terrore nello spazio (1965)","Terror in Space (1965)"
3920420,"The Funhouse (1981)","Das Kabinett des Schreckens (1981)"
3932721,"The Hunted (2003)","Die Stunde des Jägers (2003)"
3848900,"Sur mes lèvres (2001)","Sulle mie labbra (2002)"
2910869,"Andrey Rublev (1966)","Andrei Rublev (1969)"
3403707,"King Solomon's Mines (1950)","König Salomons Diamanten (1951)"
3556715,"Moonwalker (1988)","Moonwalker - Camminando sulla luna (1988)"
2990599,"Book of Shadows: Blair Witch 2 (2000)","BW2 (2000)"
3310949,"Horrible Bosses (2011)","Kill the Boss (2011)"
3352486,"Insomnia (2002)","Insomnie (2002)"
3217260,"Flubber (1997)","The Absent Minded Professor (1996)"
3795956,"Silver Streak (1976)","Trans Amerika Express (2006)"
3950993,"The Man Who Knew Too Much (1956)","Der Mann, der zuviel wußte (1956)"
3868553,"Teenage Mutant Ninja Turtles (1990)","Teenage Mutant Ninja Turtles: The Movie (1990)"
3905760,"The Deadly Spawn (1983)","Kosmokiller - Sie fressen alles (1985)"
3813244,"Somebody Up There Likes Me (1956)","Lassù qualcuno mi ama (1957)"
4047135,"Twilight Zone: The Movie (1983)","Nightmare at 20,000 Feet (1983)"
3923832,"The Godfather: Part II (1974)","Son of Godfather (1974)"
4083512,"Village of the Damned (1960)","The Midwich Cuckoos (1960)"
3761028,"Sayat Nova (1969)","Nran Guyne (1968)"
2905557,"An American Werewolf in London (1981)","The American Werewolf (1981)"
4126742,"Wrongfully Accused (1998)","Unter falschem Verdacht (1998)"
3460087,"Le trou (1960)","The Hole (1960)"
3563872,"Mrs. Doubtfire (1993)","Mrs. Doubtfire - Mammo per sempre (1994)"
3981982,"The Sessions (2012)","The Sessions - Wenn Worte berühren (2013)"
3257892,"Gojira (1984)","Godzilla 1985 (1985)"
2832947,"10,000 BC (2008)","10.000 A.C. (2008)"
3198832,"Fanny och Alexander (1982)","Fanny & Alexander (1982)"
3294409,"Here on Earth (2000)","Per una sola estate (2000)"
2834322,"12 stulev (1971)","12 Chairs (1972)"
3666259,"Pi (1998)","Pi greco - Il teorema del delirio (1999)"
3035076,"Chernaya Molniya (2009)","þÅÒÎÁÑ íÏÌÎÉÑ (2009)"
3659615,"Penny Serenade (1941)","Die Akkorde der Liebe (1941)"
4098758,"Water for Elephants (2011)","Come l'acqua per gli elefanti (2011)"
3179756,"Eorin shinbu (2004)","My Little Bride (2004)"
3963927,"The Pacifier (2005)","Gnome (2005)"
3648033,"Paper Man (2009)","Unlikely Hero (2014)"
4035293,"Transformers: Age of Extinction (2014)","Transformers 4: Ära des Untergangs (2014)"
3073457,"Cube 2: Hypercube (2002)","Hypercube (2003)"
3947614,"The Love Punch (2013)","Colpo d'amore (2013)"
3091825,"Dawn of the Planet of the Apes (2014)","Il pianeta delle scimmie - Revolution (2014)"
3135490,"Don Juan DeMarco (1994)","Don Juan DeMarco (1995)"
3026859,"Celda 211 (2009)","Cella 211 (2009)"
3401950,"Killer Joe (2011)","Killer Joe: A Twisted Redneck Trailer Park Murder Story (2011)"
3584115,"National Lampoon's Vacation (1983)","Die schrillen Vier auf Achse (1984)"
3178249,"Enough (2002/I)","Via dall'incubo (2002)"
3991043,"The Sweet Hereafter (1997)","Das süße Jenseits (1998)"
2893395,"All About Eve (1950)","Alles über Eva (1952)"
3377843,"Johnny Be Good (1988)","La grande promessa (1989)"
3940710,"The Last House on the Left (1972)","Grim Company (1972)"
3464744,"Les 7 jours du talion (2010)","Les sept jours du talion (2010)"
3884964,"The Barefoot Contessa (1954)","Die barfüssige Gräfin (1955)"
2880532,"Admiral (2008)","The Admiral (2009)"
4127539,"X-Men Origins: Wolverine (2009)","X-Men: le origini - Wolverine (2009)"
3713215,"Raze (2013)","Raze - Fight or Die (2014)"
3519497,"Margot at the Wedding (2007)","Margot und die Hochzeit (2010)"
3257583,"Going Overboard (1989)","Babes Ahoy (1989)"
3999276,"The VVitch: A New-England Folktale (2015)","La sorcière (2016)"
3958299,"The Namesake (2006)","The Namesake - Zwei Welten, Eine Reise (2007)"
3045890,"City Lights (1931)","Lichter der Großstadt (1931)"
3993258,"The Thing from Another World (1951)","The Thing (1951)"
4002115,"The Ward (2010)","The Ward - Die Station (2011)"
3306760,"Home (2015/II)","Happy Smekday! (2014)"
3398656,"Kevin & Perry Go Large (2000)","Kevin und Perry tun es (2000)"
4102656,"Welcome Home, Roscoe Jenkins (2008)","A casa con i miei (2008)"
3957241,"The Mummy (1932)","La mummia (1932)"
3976188,"The Right Stuff (1983)","Uomini veri (1983)"
3575832,"Málmhaus (2013)","Metalhead (2013)"
